39088.8 [156 x 212 from (465, 210)]
39088.8 [158 x 181 from (1, 296)]

39165.5 [160 x 192 from (0, 285)]

39254 [168 x 210 from (0, 266)]

39321.3 [169 x 180 from (4, 297)]

39396.4 [170 x 177 from (12, 300)]

39460.1 [157 x 178 from (17, 298)]

39524.6 [160 x 174 from (10, 302)]

39592.5 [154 x 166 from (4, 310)]

39661.7 [153 x 173 from (2, 304)]
39661.7 [229 x 186 from (232, 252)]

39728.2 [149 x 186 from (0, 290)]
39728.2 [197 x 222 from (264, 233)]

39803.9 [185 x 208 from (270, 262)]
39803.9 [145 x 169 from (0, 308)]

39890.6 [177 x 225 from (278, 240)]
39890.6 [150 x 146 from (0, 330)]

39973.9 [196 x 234 from (270, 234)]
39973.9 [149 x 136 from (6, 341)]

40058.8 [188 x 222 from (274, 241)]
40058.8 [141 x 134 from (18, 342)]

40135.4 [234 x 218 from (246, 242)]
40135.4 [149 x 134 from (20, 342)]

40201 [209 x 218 from (272, 254)]

40271.2 [173 x 198 from (289, 262)]

40332.9 [186 x 198 from (280, 278)]

40395.8 [205 x 214 from (273, 262)]





40793.2 [152 x 124 from (282, 0)]



40995.4 [158 x 257 from (50, 168)]

41059.4 [150 x 182 from (48, 186)]

41139.9 [145 x 174 from (45, 182)]

41205.3 [134 x 164 from (49, 177)]

41295.2 [128 x 160 from (57, 132)]

41366 [124 x 149 from (60, 114)]

41430.8 [120 x 149 from (73, 94)]
41430.8 [209 x 189 from (274, 285)]

41510.5 [202 x 185 from (285, 289)]
41510.5 [117 x 141 from (84, 86)]

41607 [126 x 156 from (88, 78)]
41607 [210 x 202 from (280, 270)]

41671.1 [138 x 169 from (82, 81)]


41802.6 [178 x 294 from (0, 156)]
41802.6 [190 x 269 from (258, 130)]

41866.7 [205 x 253 from (6, 206)]

41934.6 [197 x 282 from (0, 182)]

42009.6 [197 x 284 from (0, 193)]

42072.7 [118 x 114 from (320, 21)]

42136.5 [201 x 264 from (0, 213)]

42201.4 [174 x 261 from (16, 165)]

42266 [145 x 210 from (34, 90)]


42402.7 [128 x 166 from (70, 25)]
42402.7 [205 x 222 from (272, 248)]

42480.4 [122 x 158 from (81, 18)]
42480.4 [220 x 221 from (273, 256)]

42545.5 [124 x 152 from (76, 18)]
42545.5 [225 x 214 from (266, 253)]

42611 [128 x 168 from (65, 14)]
42611 [210 x 225 from (268, 233)]

42675.1 [204 x 272 from (280, 205)]









43274.2 [148 x 268 from (0, 209)]

43342.5 [154 x 213 from (0, 176)]

43411.9 [144 x 193 from (22, 86)]

43482.9 [233 x 196 from (262, 274)]

43551 [218 x 218 from (270, 257)]

43645 [201 x 210 from (277, 250)]

43710.8 [169 x 169 from (4, 308)]

43772.9 [177 x 186 from (0, 290)]

43849.7 [181 x 188 from (0, 289)]

43914.9 [189 x 201 from (0, 276)]

43979.3 [177 x 180 from (2, 297)]

44042.4 [174 x 161 from (6, 316)]


44188 [174 x 150 from (10, 326)]

44274.7 [190 x 225 from (305, 252)]
44274.7 [181 x 190 from (6, 286)]

44352.9 [181 x 224 from (314, 253)]

44421 [197 x 234 from (301, 242)]

44485.8 [229 x 214 from (276, 262)]

44554.8 [190 x 221 from (313, 256)]

44614.7 [233 x 234 from (269, 240)]








45182.5 [140 x 230 from (5, 154)]


45329.4 [225 x 241 from (238, 201)]

45393.1 [220 x 265 from (244, 180)]

45459.9 [242 x 252 from (250, 198)]

45523 [190 x 394 from (10, 36)]

45587.2 [184 x 274 from (30, 181)]

45652.9 [200 x 286 from (0, 190)]

45718.9 [202 x 212 from (2, 265)]

45785.3 [201 x 206 from (2, 270)]

45851.2 [190 x 196 from (0, 281)]

45915.7 [194 x 210 from (0, 266)]

45980.9 [173 x 284 from (20, 186)]
45980.9 [272 x 289 from (242, 132)]

46059.1 [156 x 217 from (46, 121)]
46059.1 [214 x 225 from (284, 248)]

46127.1 [210 x 221 from (300, 256)]

46197 [206 x 228 from (304, 217)]

46262.7 [213 x 230 from (306, 216)]

46330.3 [192 x 233 from (329, 210)]

46389.9 [176 x 232 from (338, 190)]


46524.3 [213 x 212 from (25, 265)]

46586.8 [214 x 213 from (18, 264)]

46653.6 [210 x 209 from (22, 262)]

46727.3 [189 x 205 from (37, 270)]

46792.1 [192 x 202 from (30, 274)]

46854.3 [198 x 252 from (38, 225)]


46992.6 [202 x 228 from (329, 249)]

47051.6 [198 x 226 from (342, 249)]

47123.8 [200 x 226 from (333, 249)]

47197.1 [193 x 236 from (334, 241)]

47260 [189 x 224 from (336, 242)]


47392.9 [212 x 213 from (16, 264)]

47457.8 [193 x 233 from (5, 244)]

47531.3 [194 x 222 from (0, 254)]

47592.2 [192 x 222 from (5, 254)]

47657.5 [206 x 212 from (6, 265)]

47715 [190 x 262 from (22, 214)]

47794.4 [156 x 245 from (42, 165)]

47861.6 [145 x 209 from (60, 94)]

47927.9 [228 x 214 from (269, 262)]

47997.9 [197 x 228 from (285, 238)]

48062.7 [216 x 230 from (276, 234)]

48126.6 [241 x 225 from (268, 241)]

48200.7 [210 x 210 from (286, 256)]


48327.8 [182 x 160 from (64, 317)]

48389.4 [197 x 161 from (34, 316)]

48466.4 [194 x 152 from (30, 325)]

48530.3 [190 x 146 from (33, 330)]

48600 [189 x 150 from (33, 326)]



48794.1 [204 x 232 from (330, 230)]

48869.8 [210 x 260 from (341, 194)]

48934 [238 x 249 from (322, 202)]

48999.9 [210 x 250 from (329, 209)]

49067.9 [242 x 242 from (317, 217)]


49207.8 [204 x 169 from (41, 308)]

49275.5 [184 x 172 from (21, 305)]


49432.2 [186 x 178 from (42, 298)]

49494.5 [200 x 174 from (40, 302)]


49631.5 [226 x 204 from (261, 273)]

49701.5 [224 x 180 from (278, 297)]

49770.8 [189 x 233 from (317, 240)]

49835.6 [209 x 206 from (300, 269)]

49909.3 [204 x 225 from (302, 252)]

49974.1 [210 x 209 from (301, 268)]


50112.8 [221 x 164 from (46, 313)]

50170.6 [205 x 178 from (46, 298)]

50235.5 [212 x 201 from (10, 276)]

50313.9 [205 x 218 from (0, 258)]

50376.2 [185 x 214 from (1, 262)]

50434.8 [190 x 232 from (0, 245)]

50497.2 [169 x 269 from (9, 168)]

50576.9 [208 x 208 from (348, 260)]
50576.9 [148 x 216 from (30, 77)]

50637.9 [204 x 241 from (350, 236)]

50709.5 [201 x 226 from (345, 250)]

50777.9 [210 x 230 from (334, 246)]

50842.4 [197 x 228 from (341, 249)]

50909.3 [189 x 232 from (334, 237)]

50977.2 [204 x 290 from (28, 186)]

51042.8 [206 x 238 from (0, 238)]

51107.7 [170 x 208 from (0, 266)]

51169.2 [157 x 188 from (0, 278)]





51510 [228 x 232 from (284, 236)]

51586.7 [217 x 230 from (301, 234)]

51648.8 [225 x 217 from (290, 229)]

51714.2 [225 x 254 from (288, 217)]

51794.7 [244 x 246 from (269, 216)]

51878.2 [230 x 220 from (274, 238)]
51878.2 [206 x 357 from (17, 120)]

51951.6 [221 x 226 from (284, 220)]
51951.6 [208 x 229 from (44, 248)]

52017.1 [277 x 246 from (272, 196)]
52017.1 [201 x 200 from (21, 277)]

52081.8 [248 x 226 from (264, 181)]


52240.8 [146 x 121 from (53, 356)]





52585.4 [214 x 210 from (286, 258)]

52652.5 [186 x 204 from (320, 273)]

52717.9 [182 x 186 from (316, 285)]

52781.1 [194 x 218 from (296, 258)]

52854.8 [206 x 210 from (288, 266)]
52854.8 [184 x 161 from (0, 316)]

52924.9 [214 x 200 from (280, 277)]

52990.7 [234 x 205 from (273, 272)]

53052.8 [212 x 210 from (281, 266)]
53052.8 [186 x 157 from (16, 320)]

53122.8 [186 x 150 from (13, 326)]
53122.8 [209 x 196 from (289, 273)]

53183.9 [192 x 168 from (312, 309)]

53254.6 [205 x 148 from (309, 329)]
