37885 [130 x 173 from (0, 304)]
37885 [200 x 153 from (418, 324)]

37951.6 [124 x 172 from (0, 301)]
37951.6 [192 x 138 from (440, 338)]

38021.5 [182 x 140 from (450, 337)]

38087.6 [181 x 149 from (456, 328)]

38155.1 [134 x 129 from (0, 348)]
38155.1 [165 x 158 from (472, 318)]

38221.2 [130 x 109 from (6, 365)]
38221.2 [161 x 158 from (476, 318)]

38286.8 [165 x 152 from (472, 325)]

38355 [164 x 168 from (473, 309)]
38355 [172 x 201 from (9, 165)]

38421.7 [157 x 185 from (480, 292)]

38487.8 [156 x 200 from (481, 277)]



38683.7 [148 x 174 from (489, 292)]

38760.3 [162 x 258 from (17, 88)]
38760.3 [152 x 198 from (482, 266)]

38824.9 [161 x 197 from (472, 246)]
38824.9 [132 x 229 from (6, 166)]

38892 [150 x 185 from (478, 232)]

38960.2 [148 x 198 from (480, 220)]

39025 [146 x 217 from (478, 217)]
39025 [146 x 206 from (0, 270)]

